Dimension, epsilon, agg_thr, box_thr, fpr, falsepositive_c, falsepositive_bf, falsenegative_c, bfsize
87,0.046415888336127774,0.9,0.007498942093324558,0.984023139945,64950,28,1689,2029
3,0.046415888336127774,0.9,0.007498942093324558,0.982993351809,64888,22,1027,1236
2,0.1,0.8,0.0,0.99142852816,65466,1,24,36
87,0.1,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
87,0.002154434690031882,0.8,0.0005623413251903491,0.976587463844,64461,26,1519,1825
87,0.021544346900318822,0.8,0.042169650342858224,0.984977208366,65011,30,1989,2388
5,0.021544346900318822,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
2,0.021544346900318822,0.9,0.007498942093324558,0.985128647797,65036,15,915,1103
256,0.1,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
3,0.001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
256,0.00021544346900318845,0.8,0.1,0.91770781276,60388,211,45708,54770
29,0.00046415888336127773,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
149,0.0001,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
29,0.001,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
3,0.1,0.8,0.001333521432163324,0.986839913377,65154,10,32,44
17,0.1,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
2,0.0001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
149,0.0001,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
256,0.002154434690031882,0.9,0.0005623413251903491,0.971196220072,64084,47,3697,4435
2,0.1,0.9,0.01778279410038923,0.991352808444,65453,9,60,78
256,0.004641588833612777,0.9,0.042169650342858224,0.972846909878,64205,35,5117,6138
2,0.004641588833612777,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.002154434690031882,0.9,0.1,0.965623248982,63711,52,11328,13578
5,0.0001,0.8,0.00023713737056616554,0.806717853195,52845,425,121107,145107
29,0.00046415888336127773,1.0,0.1,0.0595308406403,0,3931,839364,1005675
3,0.0001,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
149,0.00046415888336127773,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
10,0.0001,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
256,0.0001,1.0,0.0,0.0595308406403,0,3931,839364,1005675
10,0.021544346900318822,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.01,0.8,0.0005623413251903491,0.984977208366,65030,11,81,102
17,0.046415888336127774,0.8,0.0001,0.986688473945,65146,8,26,38
50,0.021544346900318822,0.8,0.00023713737056616554,0.985764693411,65082,11,41,55
5,0.01,0.8,0.01778279410038923,0.972256296094,64161,40,2918,3502
3,0.00021544346900318845,0.9,0.042169650342858224,0.852725152575,55841,467,110899,132877
17,0.0001,0.8,0.0001,0.922871897385,60827,113,26491,31745
29,0.1,1.0,0.0,0.0595308406403,0,3931,839364,1005675
29,0.1,0.8,0.01778279410038923,0.986309875365,65105,24,1673,2010
256,0.021544346900318822,0.9,0.001333521432163324,0.983750548968,64940,20,94,119
256,0.001,0.9,0.00023713737056616554,0.964623748732,63642,55,5779,6930
149,0.00021544346900318845,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
3,0.001,0.9,0.007498942093324558,0.951100207472,62713,91,18997,22766
149,0.046415888336127774,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
5,0.002154434690031882,0.8,0.001333521432163324,0.959096209471,63276,56,8041,9641
87,0.0001,0.8,0.0005623413251903491,0.90946950767,59849,206,42166,50526
87,0.00046415888336127773,0.9,0.001333521432163324,0.941771538473,62088,100,24609,29490
149,0.00021544346900318845,0.9,0.001333521432163324,0.895764239093,58946,204,51339,61515
10,0.002154434690031882,0.9,0.001333521432163324,0.948071418836,62514,90,12253,14686
17,0.00046415888336127773,0.9,0.007498942093324558,0.917268638408,60374,196,47941,57444
10,0.002154434690031882,0.8,0.042169650342858224,0.969515242379,63961,59,8311,9963
50,0.01,0.8,0.1,0.98185755607,64803,32,2475,2971
5,0.0001,0.8,0.1,0.598730937562,38117,1419,384710,460939
50,0.00021544346900318845,0.9,0.1,0.801841503491,52352,596,147254,176435
2,0.001,0.9,0.0001,0.964502597186,63657,32,3837,4602
256,0.0001,0.8,0.01778279410038923,0.758045219814,49244,812,178103,213396
10,0.004641588833612777,0.9,0.00023713737056616554,0.961352657005,63432,49,2423,2910
2,0.001,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
50,0.001,0.9,0.0,0.96442687747,63648,36,3428,4112
17,0.004641588833612777,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
5,0.00021544346900318845,0.9,0.0001,0.895627943604,58969,172,39524,47361
3,0.00046415888336127773,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
10,0.046415888336127774,0.9,0.0005623413251903491,0.973770690412,64283,18,62,80
2,0.00021544346900318845,0.9,0.0031622776601683794,0.897732951706,59000,280,65705,78729
5,0.002154434690031882,0.9,0.001333521432163324,0.959096209471,63276,56,8041,9641
17,0.0001,1.0,0.0,0.0595308406403,0,3931,839364,1005675
2,0.004641588833612777,0.9,0.00023713737056616554,0.981009495252,64756,23,722,869
50,0.046415888336127774,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
10,0.00021544346900318845,0.8,0.01778279410038923,0.867899383642,56949,361,91166,109235
3,0.00046415888336127773,0.8,0.0031622776601683794,0.928853754941,61180,155,37195,44570
87,0.004641588833612777,0.8,0.007498942093324558,0.979631396423,64653,35,2454,2947
3,0.01,0.9,0.042169650342858224,0.978117002105,64552,36,2563,3076
87,0.001,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
5,0.1,0.9,0.00023713737056616554,0.982796480548,64886,11,25,37
29,0.00021544346900318845,0.9,0.0005623413251903491,0.892296276104,58715,206,57605,69024
17,0.004641588833612777,0.8,0.01778279410038923,0.977814123241,64527,41,3312,3975
5,0.046415888336127774,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
10,0.001,0.8,0.1,0.953129495858,62852,86,22840,27372
149,0.00021544346900318845,0.8,0.01778279410038923,0.924219708328,60841,188,41153,49312
3,0.046415888336127774,0.9,0.042169650342858224,0.982372450139,64836,33,1969,2364
5,0.00021544346900318845,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
5,0.0001,0.9,0.0,0.840397982827,55272,222,35577,42632
5,0.00046415888336127773,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
10,0.004641588833612777,0.9,0.1,0.956218860267,63088,54,10175,12196
256,0.1,0.8,0.01778279410038923,0.986733905774,65134,23,1389,1670
256,0.01,0.8,0.001333521432163324,0.984795481047,65018,11,107,134
17,0.004641588833612777,1.0,0.1,0.0595308406403,0,3931,839364,1005675
50,0.021544346900318822,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
10,0.1,0.8,0.00023713737056616554,0.986431026911,65129,8,24,36
149,0.004641588833612777,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.004641588833612777,0.9,0.0031622776601683794,0.975042781639,64354,31,2277,2734
256,0.00021544346900318845,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
256,0.00021544346900318845,1.0,0.1,0.0595308406403,0,3931,839364,1005675
10,0.00046415888336127773,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
29,0.001,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
3,0.00021544346900318845,1.0,0.1,0.0595308406403,0,3931,839364,1005675
87,0.01,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
5,0.1,0.9,0.1,0.981918131843,64809,30,1946,2337
3,0.01,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
2,0.002154434690031882,0.8,0.01778279410038923,0.967228506959,63819,50,8698,10427
2,0.002154434690031882,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
3,0.001,0.9,0.0,0.959217361016,63306,34,2957,3550
2,0.00046415888336127773,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
87,0.046415888336127774,0.8,0.00023713737056616554,0.98718822407,65177,10,25,37
3,0.001,1.0,0.0,0.0595308406403,0,3931,839364,1005675
17,0.00021544346900318845,0.8,0.0,0.949010343313,62599,67,8233,9869
87,0.002154434690031882,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
50,0.001,0.8,0.0,0.971120500356,64086,40,1470,1768
149,0.021544346900318822,0.9,0.0005623413251903491,0.983553677707,64929,18,69,88
256,0.00021544346900318845,0.9,0.0031622776601683794,0.880802023231,57890,272,64678,77500
10,0.00046415888336127773,0.8,0.0001,0.954462162858,62963,63,8736,10472
5,0.00046415888336127773,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
2,0.004641588833612777,0.8,0.0031622776601683794,0.980373449639,64711,26,1884,2264
256,0.021544346900318822,0.9,0.1,0.982008995502,64809,36,2185,2624
256,0.021544346900318822,0.9,0.0005623413251903491,0.983765692911,64945,16,67,86
29,0.00021544346900318845,0.9,0.1,0.788363394061,51435,623,164269,196821
149,0.1,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
2,0.002154434690031882,0.8,0.0,0.974300728424,64309,27,888,1070
2,0.0001,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
87,0.021544346900318822,0.9,0.01778279410038923,0.982357306195,64837,31,2078,2496
149,0.00021544346900318845,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
29,0.046415888336127774,0.8,0.007498942093324558,0.98552239032,65052,25,1667,2003
50,0.0001,0.9,0.01778279410038923,0.589462844335,37527,1397,376826,451493
256,0.0001,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
3,0.001,0.8,0.042169650342858224,0.948268290097,62520,97,22504,26968
17,0.00046415888336127773,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
50,0.004641588833612777,0.8,0.007498942093324558,0.979161934184,64625,32,2508,3011
17,0.00021544346900318845,0.8,0.0001,0.948192570381,62539,73,12271,14706
3,0.004641588833612777,0.9,0.042169650342858224,0.972316871867,64151,54,5188,6222
10,0.01,0.9,0.1,0.9644723093,63634,53,5583,6695
50,0.021544346900318822,0.9,0.00023713737056616554,0.983084215468,64893,23,70,90
256,0.1,0.9,0.042169650342858224,0.985052928081,65020,26,1755,2108
50,0.00046415888336127773,0.8,0.1,0.944103705723,62202,140,31369,37589
17,0.046415888336127774,0.8,0.0,0.986688473945,65146,8,26,38
17,0.01,0.9,0.0001,0.978965062923,64628,16,184,227
87,0.021544346900318822,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
256,0.001,0.9,0.01778279410038923,0.953068920085,62849,85,21941,26293
17,0.1,0.8,0.0001,0.98780912574,65220,8,24,36
10,0.046415888336127774,0.8,0.042169650342858224,0.983765692911,64930,31,1966,2361
256,0.00021544346900318845,0.9,0.1,0.818833007739,53530,540,122750,147076
3,0.0001,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.00046415888336127773,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
3,0.1,0.8,0.007498942093324558,0.98647645874,65123,17,434,526
17,0.001,0.8,0.0001,0.971468811049,64117,32,2139,2569
5,0.1,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
5,0.004641588833612777,0.8,0.0005623413251903491,0.969409234777,63976,37,2118,2543
2,0.046415888336127774,0.8,0.0005623413251903491,0.987400239274,65190,11,32,44
256,0.01,0.9,0.0,0.980676328502,64732,25,109,137
256,0.00046415888336127773,0.9,0.0,0.952523738131,62835,63,6962,8347
5,0.00046415888336127773,0.8,0.00023713737056616554,0.928384292702,61195,109,23778,28495
87,0.00021544346900318845,0.9,0.0005623413251903491,0.910090409341,59921,175,40616,48668
149,0.1,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
50,0.021544346900318822,0.9,0.1,0.981372949889,64773,30,2203,2645
10,0.002154434690031882,0.9,0.01778279410038923,0.944361152757,62257,102,17298,20731
87,0.002154434690031882,0.8,0.0,0.976981206367,64494,19,281,342
17,0.00021544346900318845,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
87,0.00021544346900318845,0.9,0.007498942093324558,0.85451213787,56062,364,88587,106143
50,0.004641588833612777,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
2,0.046415888336127774,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
2,0.0001,0.9,0.01778279410038923,0.766828706859,49823,813,196406,235325
29,0.00046415888336127773,1.0,0.0,0.0595308406403,0,3931,839364,1005675
3,0.002154434690031882,0.9,0.0001,0.969257795345,63978,25,1816,2180
10,0.046415888336127774,0.9,0.01778279410038923,0.972907485651,64207,37,1969,2364
50,0.001,0.8,0.01778279410038923,0.965047779141,63655,70,13369,16024
29,0.001,0.9,0.0031622776601683794,0.95556767071,63026,73,15265,18294
149,0.021544346900318822,0.9,0.007498942093324558,0.982463313798,64844,31,1786,2147
5,0.00046415888336127773,0.9,0.0001,0.931609952599,61419,98,17361,20805
29,0.0001,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
3,0.002154434690031882,0.9,0.01778279410038923,0.962397589084,63495,55,9933,11907
29,0.021544346900318822,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
87,0.021544346900318822,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
87,0.002154434690031882,1.0,0.1,0.0595308406403,0,3931,839364,1005675
3,0.021544346900318822,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
3,0.1,0.8,0.0001,0.986839913377,65154,10,25,37
3,0.021544346900318822,0.9,0.0005623413251903491,0.981933275786,64828,12,88,112
256,0.00021544346900318845,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
3,0.0001,0.9,0.0,0.880938318719,57968,203,26314,31534
50,0.1,0.8,0.007498942093324558,0.98647645874,65116,24,1549,1861
87,0.021544346900318822,0.9,0.1,0.981933275786,64807,33,2189,2629
10,0.001,0.9,0.01778279410038923,0.917177774749,60412,152,41424,49637
5,0.021544346900318822,0.8,0.042169650342858224,0.975648539367,64387,38,2250,2701
5,0.001,0.8,0.01778279410038923,0.939515090939,61930,109,26410,31648
87,0.004641588833612777,0.8,0.0001,0.981887843957,64818,19,119,149
29,0.00021544346900318845,0.9,0.01778279410038923,0.812517983433,53098,555,142653,170923
17,0.1,0.8,0.007498942093324558,0.987385095331,65179,21,811,977
29,0.00046415888336127773,0.8,0.00023713737056616554,0.962549028516,63509,51,7177,8605
3,0.004641588833612777,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
256,0.01,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
149,0.0001,1.0,0.1,0.0595308406403,0,3931,839364,1005675
87,0.046415888336127774,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
256,0.002154434690031882,0.8,0.00023713737056616554,0.976799479048,64484,17,639,771
17,0.001,0.8,0.007498942093324558,0.966971059925,63803,49,9588,11494
256,0.1,0.8,0.00023713737056616554,0.987945421229,65229,8,24,36
17,0.002154434690031882,1.0,0.1,0.0595308406403,0,3931,839364,1005675
10,0.1,0.9,0.0001,0.978041282389,64571,12,26,38
10,0.00021544346900318845,0.9,0.001333521432163324,0.79331546348,51852,533,153974,184487
256,0.0001,0.9,0.0005623413251903491,0.794239244014,51976,470,116929,140102
17,0.01,0.9,0.01778279410038923,0.976981206367,64472,41,2927,3513
50,0.002154434690031882,0.9,0.00023713737056616554,0.970923629095,64063,50,2620,3145
87,0.00046415888336127773,0.8,0.01778279410038923,0.949646388927,62597,111,27152,32536
10,0.046415888336127774,0.8,0.007498942093324558,0.984083715718,64961,21,1404,1687
256,0.01,0.8,0.1,0.982478457741,64836,40,2323,2788
3,0.1,1.0,0.1,0.0595308406403,0,3931,839364,1005675
3,0.1,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
87,0.00021544346900318845,0.9,0.0,0.931443369224,61412,94,14869,17821
17,0.1,0.8,0.1,0.98680962549,65134,28,1941,2331
17,0.002154434690031882,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
17,0.00046415888336127773,0.9,0.042169650342858224,0.908439719534,59753,234,56391,67569
256,0.002154434690031882,0.8,0.1,0.971953417231,64139,42,6956,8340
87,0.1,0.8,0.1,0.986567322399,65120,26,1554,1868
29,0.021544346900318822,0.8,0.007498942093324558,0.984840912877,65005,27,1709,2053
29,0.01,0.9,0.1,0.976829766935,64457,46,3474,4168
29,0.1,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
149,0.00021544346900318845,0.8,0.007498942093324558,0.930958763043,61309,165,38275,45864
256,0.046415888336127774,0.9,0.1,0.983795980797,64933,30,1998,2399
87,0.046415888336127774,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
29,0.00021544346900318845,1.0,0.0,0.0595308406403,0,3931,839364,1005675
149,0.046415888336127774,0.9,0.0,0.984719761331,65011,13,29,42
87,0.0001,0.9,0.0005623413251903491,0.791634485787,51775,499,124912,149667
10,0.1,0.9,0.00023713737056616554,0.978041282389,64571,12,26,38
3,0.1,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.00021544346900318845,0.8,0.0001,0.94966153287,62641,68,11286,13528
149,0.004641588833612777,0.9,0.0031622776601683794,0.974967061924,64344,36,2398,2879
149,0.021544346900318822,0.9,0.001333521432163324,0.983432526161,64923,16,101,127
2,0.1,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
5,0.00046415888336127773,0.9,0.1,0.897172625808,58996,247,64121,76831
5,0.001,0.8,0.00023713737056616554,0.949479805552,62634,63,10275,12317
10,0.046415888336127774,0.9,0.0,0.973755546469,64283,17,46,62
149,0.021544346900318822,0.8,0.042169650342858224,0.984916632593,65011,26,1800,2162
17,0.021544346900318822,0.9,0.0005623413251903491,0.98156982115,64798,18,115,143
17,0.01,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
50,0.1,1.0,0.0,0.0595308406403,0,3931,839364,1005675
50,0.046415888336127774,1.0,0.0,0.0595308406403,0,3931,839364,1005675
2,0.046415888336127774,0.8,0.0001,0.987400239274,65190,11,30,42
2,0.00021544346900318845,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
5,0.0001,0.8,0.01778279410038923,0.629094543637,40306,1235,347210,416009
50,0.01,0.8,0.042169650342858224,0.982841912377,64861,39,2255,2707
29,0.002154434690031882,0.9,0.0001,0.97066618206,64055,41,1842,2213
3,0.00046415888336127773,0.8,0.042169650342858224,0.91808641134,60415,209,49222,58979
17,0.00046415888336127773,0.8,0.01778279410038923,0.947753396029,62470,113,28508,34162
87,0.01,0.9,0.0031622776601683794,0.979858555571,64691,12,568,686
87,0.046415888336127774,1.0,0.1,0.0595308406403,0,3931,839364,1005675
3,0.01,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
10,0.004641588833612777,0.8,0.007498942093324558,0.976632895673,64453,37,3149,3778
3,0.021544346900318822,0.8,0.0001,0.98194841973,64829,12,69,89
2,0.002154434690031882,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
2,0.004641588833612777,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
149,0.01,0.8,0.001333521432163324,0.984916632593,65026,11,113,141
149,0.001,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
10,0.1,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
29,0.01,0.9,0.001333521432163324,0.979661684309,64663,27,382,464
256,0.00046415888336127773,0.9,0.001333521432163324,0.942907334212,62166,97,24501,29360
5,0.001,0.8,0.1,0.938394439144,61857,108,29419,35253
2,0.00021544346900318845,0.9,0.001333521432163324,0.908969757545,59801,221,51547,61767
29,0.046415888336127774,0.8,0.0031622776601683794,0.986491602684,65124,17,169,208
17,0.002154434690031882,0.8,0.007498942093324558,0.97404328139,64284,35,4725,5668
5,0.00021544346900318845,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
50,0.00046415888336127773,0.8,0.0001,0.964033134948,63612,46,5545,6649
2,0.00021544346900318845,0.8,0.1,0.869625793164,56991,433,91688,109860
2,0.046415888336127774,0.9,0.0001,0.987400239274,65190,11,30,42
29,0.0001,0.8,0.001333521432163324,0.866066966517,56833,356,83862,100483
149,0.00046415888336127773,0.9,0.007498942093324558,0.930201565884,61278,146,34671,41546
256,0.00021544346900318845,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
17,0.004641588833612777,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
5,0.1,0.8,0.007498942093324558,0.982160434934,64832,23,1273,1531
50,0.002154434690031882,0.8,0.0001,0.976224009208,64439,24,399,484
17,0.046415888336127774,0.9,0.042169650342858224,0.982584465343,64850,33,2028,2435
3,0.046415888336127774,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
87,0.00021544346900318845,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
5,0.001,0.9,0.001333521432163324,0.945239501461,62349,68,17080,20469
256,0.00021544346900318845,0.9,0.0001,0.92994411885,61303,104,21758,26075
87,0.004641588833612777,0.9,0.0,0.976027137946,64430,20,289,352
5,0.002154434690031882,0.9,0.01778279410038923,0.956173428437,63058,81,11959,14335
10,0.00046415888336127773,0.9,0.001333521432163324,0.882695016128,58051,236,67149,80459
2,0.01,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
256,0.00046415888336127773,0.8,0.01778279410038923,0.949449517665,62573,122,27555,33020
5,0.046415888336127774,1.0,0.007498942093324558,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.9,0.01778279410038923,0.576423909257,36594,1469,394619,472813
17,0.00021544346900318845,0.9,0.00023713737056616554,0.900155982615,59276,164,44286,53067
2,0.0001,0.9,0.00023713737056616554,0.881210909697,57905,284,64161,76878
5,0.021544346900318822,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
10,0.001,0.8,0.0001,0.967395090334,63838,42,3602,4321
87,0.00021544346900318845,0.9,0.0001,0.927051625702,61111,105,21854,26189
50,0.001,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
17,0.00021544346900318845,0.8,0.0031622776601683794,0.931837111747,61382,150,39875,47779
3,0.00046415888336127773,0.9,0.00023713737056616554,0.941862402132,62105,89,17228,20647
256,0.01,0.9,0.1,0.977208365514,64485,43,3253,3904
50,0.01,0.9,0.007498942093324558,0.978495600685,64575,38,2188,2628
29,0.00021544346900318845,0.9,0.0031622776601683794,0.853966955916,56009,381,101219,121279
149,0.1,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
5,0.00021544346900318845,1.0,0.1,0.0595308406403,0,3931,839364,1005675
87,0.021544346900318822,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
10,0.004641588833612777,0.9,0.001333521432163324,0.960307724925,63358,54,4546,5453
256,0.004641588833612777,0.9,0.00023713737056616554,0.975936274287,64429,15,439,531
29,0.01,0.9,0.0031622776601683794,0.979343661503,64646,23,656,793
149,0.1,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
256,0.001,0.9,0.042169650342858224,0.951463662108,62730,98,24261,29073
17,0.01,1.0,0.0,0.0595308406403,0,3931,839364,1005675
5,0.001,0.8,0.001333521432163324,0.945239501461,62349,68,17080,20469
3,0.00021544346900318845,0.8,0.001333521432163324,0.89470416307,58823,257,66953,80224
87,0.021544346900318822,1.0,0.00023713737056616554,0.0595308406403,0,3931,839364,1005675
2,0.0001,0.9,0.0005623413251903491,0.867717656323,56934,364,84762,101561
149,0.1,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
256,0.001,0.8,0.007498942093324558,0.967349658504,63830,47,9453,11332
2,0.004641588833612777,0.9,0.0031622776601683794,0.980373449639,64711,26,1884,2264
2,0.0001,0.9,0.0031622776601683794,0.824012236306,53880,532,137169,164352
2,0.00046415888336127773,0.9,0.0005623413251903491,0.946254145654,62403,81,17220,20639
3,0.00021544346900318845,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
29,0.0001,0.8,0.042169650342858224,0.709357442491,45788,1053,238664,285957
29,0.021544346900318822,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
87,0.1,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
10,0.1,1.0,0.0,0.0595308406403,0,3931,839364,1005675
17,0.00046415888336127773,0.9,0.00023713737056616554,0.940393439644,62015,82,17316,20753
29,0.001,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
87,0.0001,0.8,0.007498942093324558,0.807247891206,52711,594,131540,157607
29,0.1,0.9,0.007498942093324558,0.984432026411,64979,26,1655,1988
17,0.001,0.9,0.0005623413251903491,0.958551027517,63234,62,9498,11386
3,0.021544346900318822,0.9,0.0031622776601683794,0.981751548468,64813,15,161,199
3,0.046415888336127774,0.8,0.1,0.982372450139,64836,33,1969,2364
87,0.002154434690031882,0.8,0.001333521432163324,0.976011994003,64412,37,2686,3224
50,0.021544346900318822,1.0,0.0005623413251903491,0.0595308406403,0,3931,839364,1005675
87,0.00046415888336127773,0.8,0.001333521432163324,0.958838762437,63258,57,13147,15758
256,0.002154434690031882,0.8,0.001333521432163324,0.976118001605,64425,31,2654,3186
17,0.002154434690031882,0.9,0.0031622776601683794,0.966668181061,63779,53,7384,8852
256,0.046415888336127774,0.9,0.0005623413251903491,0.984765193161,65016,11,39,53
29,0.00021544346900318845,0.8,0.042169650342858224,0.904623445853,59486,249,59740,71582
5,0.046415888336127774,1.0,0.0001,0.0595308406403,0,3931,839364,1005675
87,0.00021544346900318845,0.9,0.001333521432163324,0.895052473763,58877,226,53824,64493
149,0.004641588833612777,1.0,0.0031622776601683794,0.0595308406403,0,3931,839364,1005675
29,0.1,0.9,0.00023713737056616554,0.984992352309,65034,8,24,36
17,0.00046415888336127773,0.9,0.1,0.907122196478,59672,228,58481,70073
29,0.004641588833612777,0.8,0.042169650342858224,0.977344661003,64501,36,3835,4601
10,0.0001,0.9,0.01778279410038923,0.500022715915,31269,1749,477415,572012
87,0.021544346900318822,0.9,0.0001,0.98352338982,64925,20,60,77
50,0.004641588833612777,0.9,0.01778279410038923,0.973058925083,64214,40,4746,5692
149,0.001,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
29,0.01,1.0,0.1,0.0595308406403,0,3931,839364,1005675
149,0.002154434690031882,1.0,0.01778279410038923,0.0595308406403,0,3931,839364,1005675
256,0.046415888336127774,0.9,0.01778279410038923,0.983992852059,64944,32,1897,2278
10,0.01,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
50,0.002154434690031882,0.8,0.001333521432163324,0.97533051656,64366,38,2846,3417
50,0.00021544346900318845,0.8,0.001333521432163324,0.939575666712,61913,130,31024,37177
5,0.001,0.9,0.0001,0.950388442143,62704,53,7387,8856
17,0.00046415888336127773,0.8,0.0001,0.963548528766,63575,51,5116,6136
149,0.1,0.9,0.042169650342858224,0.985022640195,65018,26,1755,2108
256,0.004641588833612777,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
50,0.001,0.9,0.007498942093324558,0.954250147653,62930,82,18516,22191
149,0.1,0.9,0.0031622776601683794,0.985734405525,65072,19,165,203
3,0.021544346900318822,1.0,0.001333521432163324,0.0595308406403,0,3931,839364,1005675
2,0.01,0.8,0.042169650342858224,0.982614753229,64860,25,1615,1940
5,0.021544346900318822,0.9,0.001333521432163324,0.977102357912,64503,18,162,199
10,0.001,1.0,0.042169650342858224,0.0595308406403,0,3931,839364,1005675
